manga_id,title,description,year,rating,has_cover,cover_url,url,scraped_at
trash-of-the-counts-family,Я Стал Графским Ублюдком,"Я проснулся в романе, завладев телом молодого наследника графства, которое стало известным благодаря его жестоким родственникам. Но я не собираюсь становиться таким же скверным человеком.",2020,4.92,True,https://remanga.org/media/titles/trash-of-the-counts-family/cover_d23a2a20.webp,https://remanga.org/manga/trash-of-the-counts-family/main,2025-12-04 21:17:37
return-volcano,Возрождение Хуашань,"13-й ученик великой школы Хуашань, один из трех выдающихся мастеров фехтования в мире, был известен как благородный клинок цветущей сливы – Чхон Мён. Его последний удар положил конец Чхонма, приведшему мир в хаос, и сам он погиб на вершине горы, побежденный армией тысяч демонов.",2021,9.55,True,https://remanga.org/media/titles/return-volcano/652ceac5b9d286d3df09fd99e1103283.jpg,https://remanga.org/manga/return-volcano/main,2025-12-04 21:17:42
reaper-mont,Жнец Дрейфующей Луны,"Ему предстояло погрузиться в самые темные глубины Цзянху. Будьте бдительны, иначе существует риск быть поглощенным этой бездной.",2022,9.21,True,https://remanga.org/media/titles/reaper-mont/cover_13630453.webp,https://remanga.org/manga/reaper-mont/main,2025-12-04 21:17:48
flame-of-countless-adversity,Пламя Бесчисленных Невзгод,"Линь Цзе, любезный владелец книжного магазина в параллельном мире, известен своей добротой и готовностью помочь. Он всегда рекомендует посетителям книги, которые могут поддержать их в трудные моменты, иногда даже предлагая свои собственные произведения. С течением времени его посетители начинают испытывать искреннее уважение, периодически выражая свою благодарность, принося простые, по мнению Линь Цзе, сувениры и рассказывая окружающим о необычном владельце книжного магазина.",2021,9.56,True,https://remanga.org/media/titles/flame-of-countless-adversity/cover_58e3cfe1.webp,https://remanga.org/manga/flame-of-countless-adversity/main,2025-12-04 21:17:54
the-return-of-the-a-ironblooded-hound,Месть Железнокровной Гончей Меча,"Викир, принадлежавший к семье Баскервиль, был преданной гончей. Однако его верность была вознаграждена клеветой и казнью на гильотине.",2023,8.83,True,https://remanga.org/media/titles/the-return-of-the-a-ironblooded-hound/cover_9e1e9464.webp,https://remanga.org/manga/the-return-of-the-a-ironblooded-hound/main,2025-12-04 21:17:59
damn-reicarnation,Чёртова Реинкарнация,"В ходе своего путешествия, направленного на истребление всех демонов, Гамель смело жертвует своей жизнью, спасая товарища, и, перед своей гибелью, берет от него клятву продолжить их общее дело.",2022,9.21,True,https://remanga.org/media/titles/damn-reicarnation/f339b6ee9a8d5b89b0fe4bedb6627007.jpg,https://remanga.org/manga/damn-reicarnation/main,2025-12-04 21:18:04
fffclass-trashero,Ублюдок Fff-Ранга,"Пройдя через замок Владыки Демонов и победив его хозяина, герой заплатил высокую цену, теряя своих товарищей в борьбе. Его единственным желание было вернуться на землю. Вселенная и ее обитатели казались ему ничтожными. Однако вместо возможности вернуться домой, его подвиги были оценены рангом F. Теперь этому неудачнику с рангом F предстоит начать все с самого начала!",2019,9.39,True,https://remanga.org/media/titles/fffclass-trashero/high_cover.jpg,https://remanga.org/manga/fffclass-trashero/main,2025-12-04 21:18:10
the-boxer,Боксёр,"Уникальный дар, перед которым выстоять не в силах никто! Это дар или проклятие – в чем его истинная природа?!",2019,9.51,True,https://remanga.org/media/titles/the-boxer/9481f914bccb6def4a28b28bd35ae2bb.jpg,https://remanga.org/manga/the-boxer/main,2025-12-04 21:18:16
player-who-returned-10000-years-laters,"Игрок, Который Вернулся Спустя 10 000 Лет","Неожиданно оказавшись в адском мире, у него не осталось ничего, кроме веры и сильного стремления к жизни. Он истреблял тысячи демонов в каждом углу Преисподней, даже семь верховных герцогов Ада не смогли устоять перед ним.",2022,9.32,True,https://remanga.org/media/titles/player-who-returned-10000-years-laters/cover_055e4ef0.webp,https://remanga.org/manga/player-who-returned-10000-years-laters/main,2025-12-04 21:18:21
the-younget-son-of-a-swordman,Младший Сын Мастера Меча,"Джин Ранкандел, младший сын самой великой семьи мечников в стране, бросив тень на Ранканделов, оказывается изгнанным из дома. Однако судьба предоставляет ему еще один шанс.",2022,8.85,True,https://remanga.org/media/titles/the-younget-son-of-a-swordman/cover_8c6a8f8e.webp,https://remanga.org/manga/the-younget-son-of-a-swordman/main,2025-12-04 21:18:28
eleceed,Элисед,"Кайден, таинственная личность, словно ниспосланная с небес в виде кометы, обнаруживает, что он находится в изможденном состоянии и решает скрыться, чтобы избежать преследования. По пути он встречает обычную дворовую кошку и, практически не раздумывая, принимает решение обосноваться в ее теле. Со Джи У, энергичный и общительный старшеклассник, пристраивает к себе этого потрепанного кота, которого он встречает на пути домой. Наш герой не только добрый, но также обладает скрытой способностью.",2018,9.51,True,https://remanga.org/media/titles/eleceed/192da4a25a7efe417d1ff3ee76e84631.jpg,https://remanga.org/manga/eleceed/main,2025-12-04 21:18:35
two-new-life,Новая Жизнь Убийцы Богов,"Если даже проклятые боги предоставили мне этот шанс, я не упущу его. Несмотря на желание умереть, я обязан их уничтожить."" Джефир — последний выживший человек. Битва с демонами завершилась поражением, но боги даровали ему возможность вернуться на десять лет назад. Демоны, лишившие людей всего, и боги, безразлично наблюдающие за происходящим.",2021,9.11,True,https://remanga.org/media/titles/two-new-life/f64c96eaab11057ba1ac6e99069b309f.jpg,https://remanga.org/manga/two-new-life/main,2025-12-04 21:18:39
wind_breaker,Ветролом,"Ветролом"" - это драма о молодых уличных гонщиках, которые мечтают о свободе. Главный герой, Джа Хён, является сыном успешных родителей и лучшим учеником в своей школе. Весь его путь был заранее намечен родителями, которые стремились к одной цели - успешному завершению учебы. Однако влюбленный в велоспорт с самого детства, Джа Хён внезапно оказывается втянутым в мир местных гонщиков.",2013,8.96,True,https://remanga.org/media/titles/wind_breaker/cover_33eae9e0.webp,https://remanga.org/manga/wind_breaker/main,2025-12-04 21:18:45
the-celestial-horse-cant-live-ordinary,Реинкарнация Тёмного Магистра,"Демон Пэк Чун Хёк, некогда великая личность в Муриме, внезапно погибает, а затем обнаруживает себя в теле старшего сына семьи Дмитрий. Он теперь находится в обличии человека, которого все считают глупцом, тем, кто всегда остается в тени своего младшего брата и кому плевать на мнение окружающих. Но теперь, в обличии Романа Дмитрия, демон не сможет вести обыденную жизнь.",2021,9.07,True,https://remanga.org/media/titles/the-celestial-horse-cant-live-ordinary/45d89489fd9c804a4f3717e2dad94d88.jpg,https://remanga.org/manga/the-celestial-horse-cant-live-ordinary/main,2025-12-04 21:18:51
bastard-hwang-youngchan,Ублюдок,"В моем доме прячется серийный убийца!"". Сон У Джин — парень со слабым здоровьем, занимающий скромное место в школьной иерархии, но его история далека от обыденности. ""Bastard"" — веб-манхва, рассказывающая о жестоких преступлениях серийного убийцы. Мрачная рисовка и прекрасный, кровавый сюжет заставят вас прикованно следить за экраном до самого конца.",2014,9.43,True,https://remanga.org/media/titles/bastard-hwang-youngchan/4f4e6ff55dc2bbf6ad1a4b595d5fc1d9.jpg,https://remanga.org/manga/bastard-hwang-youngchan/main,2025-12-04 21:18:56
light-horse-regression,Возвращение Безумного Демона,"Изаха – эксцентричный боец, преданный боевым искусствам. Во время преследования сектантами, он, оказавшись в неравной схватке, решает прыгнуть с утёса. Казалось бы, всё потеряно, но, открыв глаза, он обнаруживает, что какая-то сущность предоставила ему второй шанс на жизнь. Внезапно вспыхнув, израненный Изаха оказывается в постели.",2021,9.52,True,https://remanga.org/media/titles/light-horse-regression/b87004ca012351efd6ef521fae277b7c.jpg,https://remanga.org/manga/light-horse-regression/main,2025-12-04 21:19:02
a-infinite-wizard,Безграничный Маг,"Широн, брошенный в конюшне и выросший как простой простолюдин, оказывается особенным ребенком, обладающим врожденной проницательностью и умением читать. В один прекрасный день, отправившись в город, он сталкивается с магией, которая глубоко заинтересовала его. Возбужденный этим открытием, Широн начинает мечтать о том, чтобы стать магом. Однако его путь оказывается затрудненным из-за его социального статуса.",2022,8.96,True,https://remanga.org/media/titles/a-infinite-wizard/cover_7d16fe1a.webp,https://remanga.org/manga/a-infinite-wizard/main,2025-12-04 21:19:07
medical-reincarnation,Реинкарнация Врача,"Ким Джи Хун ведет жизнь неудачного хирурга, но внезапно перед ним открывается возможность начать всё сначала. Он возвращается в школьные годы, с твердым решением стать выдающимся дерматологом и заработать большие деньги!",2019,9.33,True,https://remanga.org/media/titles/medical-reincarnation/ad125a4552ce166c8852d0de57225392.jpg,https://remanga.org/manga/medical-reincarnation/main,2025-12-04 21:19:12
gods-pet-evolution,Эволюция Монстров-Питомцев,"Мир пережил катастрофу, и теперь по Земле бродят монстры. Вследствие этого кризиса люди обнаружили в себе удивительные способности. Этот период ознаменовался появлением новой профессии – тренера, людей, обучающих и использующих монстров для достижения своих целей. И так начинается история Гао Пэна – амбициозного молодого человека с собственными мечтами, которому повезло родиться в золотой эпохе разведения монстров.",2021,8.31,True,https://remanga.org/media/titles/gods-pet-evolution/42e9c0e89bbdb0e3ffaf5d5e64a64bde.jpg,https://remanga.org/manga/gods-pet-evolution/main,2025-12-04 21:19:17
world-after-destrucion,Мир После Разрушения,"Авторская история от создателя ""Всеведущего читателя"" о человеке, отказавшемся вернуться в прошлое.",2022,8.72,True,https://remanga.org/media/titles/world-after-destrucion/cover_a0a72d7a.webp,https://remanga.org/manga/world-after-destrucion/main,2025-12-04 21:19:22
survive-as-a-barbarian-ingame,Выживая В Игре За Варвара,"Ли Хан Су, главный герой, наконец-то достиг комнаты финального босса в игре ""Подземелье и камень"" после девяти лет игры.",2023,9.79,True,https://remanga.org/media/titles/survive-as-a-barbarian-ingame/cover_aec21018.webp,https://remanga.org/manga/survive-as-a-barbarian-ingame/main,2025-12-04 21:19:28
lazy-confucius-becomes-a-genius,От Нерадивого Аристократа До Усердного Гения,"Юный Айрон Парейра создал свой уголок мечты, чтобы укрыться от боли трагического прошлого. Окружающие подняли его на смех, называя нерадивым аристократом. Тем не менее такое отношение не принуждало нашего героя меняться. Всё бы продолжалось в том же ключе, если бы в одном из его снов он не встретил неудачливого юношу, который тридцать семь лет обучался мастерству меча и ушел из жизни с оружием в руках.",2021,9.03,True,https://remanga.org/media/titles/lazy-confucius-becomes-a-genius/e0a5818a113e0b394e020501ef6850ae.jpg,https://remanga.org/manga/lazy-confucius-becomes-a-genius/main,2025-12-04 21:19:33
lightning-degree,Меч Разящего Грома,"В 10 лет Би Рю Ён становится сиротой, потеряв последнего родственника, своего отца.",2019,9.16,True,https://remanga.org/media/titles/lightning-degree/921b1e489782255ae3c3fa7eb1e7a760.jpg,https://remanga.org/manga/lightning-degree/main,2025-12-04 21:19:39
this-is-the-real-story-of-a-hero,Это И Вправду Герой?,"Никогда раньше не существовало подобных героев. Кан Хансу вместе с одноклассниками оказался в ином измерении. Все его друзья восхищались магией и новым окружением, но сам Хансу мечтал лишь о возвращении домой. Почему ему пришлось покинуть теплый, уютный дом и начать приключения в чужом мире? Даже богиня, которая призвала их, казалась бессильной и лишь пообещала вернуть Хансу домой. Однако, открыв глаза, он обнаружил себя вновь в этом мире, вокруг него не было друзей, а лишь монстры!",2022,8.36,True,https://remanga.org/media/titles/this-is-the-real-story-of-a-hero/2c14d05d755a261bd1f8bcd59f9a10d3.jpg,https://remanga.org/manga/this-is-the-real-story-of-a-hero/main,2025-12-04 21:19:44
tales_of_demons_and_gods,Сказания О Демонах И Богах,"Сильнейший заклинатель демонов, Не Ли, погиб в поединке с Мудрецом-Императором. Тем не менее его душа воссоздалась и вернулась во времени, перенося его на несколько десятилетий назад, в тело тринадцатилетнего юноши. Теперь у него есть возможность исправить все ошибки, допущенные в прошлом: защитить свой родной город от монстров, оберегать свою возлюбленную, поддерживать друзей и семью.",2015,6.73,True,https://remanga.org/media/titles/tales_of_demons_and_gods/cover_b24cdf05.webp,https://remanga.org/manga/tales_of_demons_and_gods/main,2025-12-04 21:19:49
kill-the-hero,Убийство Героя,"Этот мир был жесток, и я отвечал ему с искренней ненавистью. Даже когда он превратился в Игру, для меня ничего не изменилось. Но встреча с Ли Сэ-Чжуном – героем, Воином и членом почитаемой гильдии, дала мне дом, товарищей и смысл жизни. Этот смысл заключался в уничтожении проклятых подземелий и завершении Игры! Я погиб от меча в спину того, кому доверял, перед вратами последнего подземелья...",2020,8.56,True,https://remanga.org/media/titles/kill-the-hero/c1b3e705bc955ae7f44e984d051bc0f6.jpg,https://remanga.org/manga/kill-the-hero/main,2025-12-04 21:19:54
marriage-with-a-killer,Выходи Замуж За Моего Супруга!,"Единственная лучшая подруга и неверный муж. 
Словно этого было мало, они хладнокровно убили её, пока она боролась с раком.",2021,9.12,True,https://remanga.org/media/titles/marriage-with-a-killer/7a6da6e0ffcb44c70b9e719e31162998.jpg,https://remanga.org/manga/marriage-with-a-killer/main,2025-12-04 21:19:59
19651-with-god-up-level,Поднятие Уровня С Богами,"Хотя он был смелым и могущественным, в самом конце его ожидало лишь отчаяние. В последний момент ему предоставили новый шанс. Благодаря жертве бога времени по имени ""Хронос"" его будущее еще не было определено. Вернувшись в прошлое, он снова попытается взобраться на ""Башню"" с помощью своего уникального таланта, чтобы противостоять древнему злу, угрожающему уничтожением этого мира.",2021,8.87,True,https://remanga.org/media/titles/19651-with-god-up-level/cover_cdd451b0.webp,https://remanga.org/manga/19651-with-god-up-level/main,2025-12-04 21:20:04
the-a-disasterlevel-hero-has-returned,Возвращение Героя Катастрофы,"Некогда на земле существовал сильнейший. «Но... Как мы вернем того, кого сами же и убили?» «Да если бы могли, давно бы это сделали!» Несмотря на это, «Тот самый» действительно вернулся 20 лет спустя. «Чего так удивленно зыришь? Совесть мучает, а?» Вам, придуркам, я этого так просто не оставлю.",2021,3.81,True,https://remanga.org/media/titles/the-a-disasterlevel-hero-has-returned/cover_e42741000d44450f.webp,https://remanga.org/manga/the-a-disasterlevel-hero-has-returned/main,2025-12-04 21:20:09
the-strongest-from-the-asylum,Сильнейший Пробужденный Из Психушки,"Это реальность, где зловредные существа распространяют хаос. Однако, даже при их силе, они исчезают после этой странной процедуры, превращаясь в обыденные ингредиенты и домашних питомцев без какого-либо величия. Это место – психиатрическая больница ""Цинь Шань"", где таланты изобилуют, а сильные находятся в окружении. На это Линь Фань, человек, страдающий тяжёлым заболеванием, с системой, ответил: ""Я точно не псих, я обычный человек, увлекающийся культивацией.",2021,8.56,True,https://remanga.org/media/titles/the-strongest-from-the-asylum/cover_22cba3e1.webp,https://remanga.org/manga/the-strongest-from-the-asylum/main,2025-12-04 21:20:15
i-got-a-mythical-class-item,Я Получил Предмет Мифического Класса,У меня в руках оказался единственный в мире мифический артефакт. Но является ли он моей собственностью?,2022,8.53,True,https://remanga.org/media/titles/i-got-a-mythical-class-item/7c00da0d8daec9321b85b160fe713930.jpg,https://remanga.org/manga/i-got-a-mythical-class-item/main,2025-12-04 21:20:20
from-the-lowest-ranked-knight-to-monarch,От Рыцаря Самого Низкого Ранга До Монарха,"В возрасте пятнадцати лет я лишился правой руки на поле битвы, став калекой. Следующие двадцать четыре года едва ли кто-то считал, что у меня есть будущее в качестве воина. Меня отговаривали, смотрели с сочувствием, даже презирали... И в тридцать девять меня лишили второй руки и заставили спрыгнуть с утеса. Я умер, но, прежде чем уйти в мир иной, я устроил засранцу, отправившему меня на тот свет, последний подарок.",2021,9.0,True,https://remanga.org/media/titles/from-the-lowest-ranked-knight-to-monarch/9fe837d8b314cc1a98046cd08c095350.jpg,https://remanga.org/manga/from-the-lowest-ranked-knight-to-monarch/main,2025-12-04 21:20:27
gao-wu-landing-10000-years-into-the-future,"Я Прокачиваюсь Во Сне, Убивая Монстров","В эру рассвета боевых искусств на человечество нападают монстры из других миров. Лу Шэнь, главный герой, перерождается и попадает в эту эру, где люди из-за мутации в генах раскрыли истинный потенциал человеческого тела, возведя мастерство боевых искусств в абсолют, ведь на монстров больше не действует привычное вооружение.
Однако у Лу Шэня нет никаких талантов, он беспечно прожигает свою жизнь, играя в компьютер.",2023,6.65,True,https://remanga.org/media/titles/gao-wu-landing-10000-years-into-the-future/e1f8349eb71447a674965efcf89dfd7e.jpg,https://remanga.org/manga/gao-wu-landing-10000-years-into-the-future/main,2025-12-04 21:20:32
evolution-frm-the-big-tree,Моё Перерождение В Древо: Начало Эволюции,После смерти Юй Цзыюй перерождается и становится… Ивой!,2022,9.42,True,https://remanga.org/media/titles/evolution-frm-the-big-tree/7bb930961e137c362e1c4076a5091fc4.jpg,https://remanga.org/manga/evolution-frm-the-big-tree/main,2025-12-04 21:20:36
murim-login,Логин Мурим,"В эпоху, где охотники зарабатывают, очищая врата от монстров, Джин Тэ-Кён, низкоранговый охотник, случайно взял VR капсулу и попал в игру, чей сюжет разворачивается в мире боевых искусств. После многочисленных подъемов и падений Тэ-кён наконец смог выбраться из этого мира. Сила и навыки, которые он получил в Муриме, проявились и в реальном мире, позволяя ему зарабатывать, работая охотником. Тем не менее он решает вернуться в Мурим из-за беспокойства за своих друзей-NPC.",2020,9.47,True,https://remanga.org/media/titles/murim-login/cover_df71e276.webp,https://remanga.org/manga/murim-login/main,2025-12-04 21:20:43
the-stronger-you-eat,"Я Становлюсь Сильнее, Пожирая Всё На Своем Пути","Ким – международный преступник из Кореи, путешествующий по миру. После совершения различных преступлений, его ловит международная полиция и в тот момент его затягивает в неизведанный мир, наполненный монстрами. Вместо страха он видит в этом новый шанс и начинает пожирать всё, что встречается на его пути, стремясь стать сильнейшим.",2021,7.19,True,https://remanga.org/media/titles/the-stronger-you-eat/cover_15bbbeacae5a4511.webp,https://remanga.org/manga/the-stronger-you-eat/main,2025-12-04 21:20:49
farming-in-the-tower-alone,Фермерство В Башне В Одиночку,"Неожиданно, в один прекрасный день в городе возникла загадочная башня. Люди решили называть ее подземельем, и несмотря на то, что внутри простирались запутанные местности с опасными монстрами, она также представляла собой землю возможностей, где хранились бесчисленные сокровища. Седжун, молодой человек, привыкший к обыденной жизни, был в восторге, когда внезапно получил приглашение в подземелье.",2023,9.44,True,https://remanga.org/media/titles/farming-in-the-tower-alone/cbf204cb9991b8fb87c1054bbc970d7c.jpg,https://remanga.org/manga/farming-in-the-tower-alone/main,2025-12-04 21:20:54
extra-novel,Незначительный Персонаж Собственной Истории,"В каждом романе часто создается собственный уникальный мир с множеством персонажей, населяющих его. Однако, за пределами главных героев, их союзников, а также нескольких других второстепенных личностей, мы ничего не знаем о многих из них.",2022,9.13,True,https://remanga.org/media/titles/extra-novel/cover_8986856f.webp,https://remanga.org/manga/extra-novel/main,2025-12-04 21:20:58
i-dstiny-villin,Моя Судьба Злодея,"Гу Чангэ попадает в фэнтези-мир, где, по-классике, оказывается в шкуре главного козла отпущения.
Удивительно, что главный герой сразу же снизыскал расположение у императрицы, чем вызвал бурю ненависти в свой адрес. К счастью, Чангэ - уважаемый человек в городе и единственное, что его спасает от кары в данной ситуации это высокий статус в обществе. Подождите-ка... а вы уже знаете, что здесь есть необычная система рангов, в которой присутствуют яркие герои всех мастей?",2021,9.55,True,https://remanga.org/media/titles/i-dstiny-villin/cover_8d296ab1.webp,https://remanga.org/manga/i-dstiny-villin/main,2025-12-04 21:21:03
i-got-a-fake-job-at-the-acadmy,Сильнейший Профессор Магии,"Став профессором в престижной академии Теон, я оказался в этом положении из-за некоторого недопонимания... или меня восприняли за кого-то другого?.. Со своими могущественными магическими способностями и навыками рыцаря, мне было не так уж сложно притвориться преподавателем, но было гораздо сложнее, чем я предполагал. Сейчас я нахожусь в затруднительной ситуации, пытаясь балансировать на двух стульях и собирая информацию. Куда же приведет меня эта опасная игра с ходьбой на краю обрыва?",2022,8.68,True,https://remanga.org/media/titles/i-got-a-fake-job-at-the-acadmy/9829929388180122cd13c59c4d9e6acb.jpg,https://remanga.org/manga/i-got-a-fake-job-at-the-acadmy/main,2025-12-04 21:21:08
lag,Безграничные Пассивные Навыки,"Что произойдет, если предоставить вычислительному уму возможность бесконечного приобретения пассивных навыков и поставить перед ним задачу выбраться из заключения, в которое он попал против своей воли? L.A.G. - мистическое сооружение с бесчисленными помещениями и этажами, распространяющимися вниз на бесконечное расстояние. Здесь люди вынуждены сражаться за свою жизнь, стремясь достичь самого нижнего уровня, где, предположительно, скрыты все ответы. Кроме того, L.A.G.",2022,8.97,True,https://remanga.org/media/titles/lag/3bd0caab80527233ede7c28d0def1470.jpg,https://remanga.org/manga/lag/main,2025-12-04 21:21:14
how-the-demon-emperor-became-a-butler,Как Демон-Император Стал Дворецким,"Издревле демон-император возвышался над всеми и поэтому его титул передавался по наследству. Однажды он умер из-за предательства близкого человека. Возродившись, он потерял свои силы, но с ним остался его внутренний демон, который втягивал его в неприятности. Он замкнулся в себе. Ему пришлось стать личным дворецким старшей дочери одной важной семьи. Пройдя путь от демона-императора до дворецкого, как же ему теперь уживаться с Госпожой и демоном внутри него? Как возглавить гибнущий клан?",2019,9.49,True,https://remanga.org/media/titles/how-the-demon-emperor-became-a-butler/33d7a28cca50eac631deac6e4023a8c2.jpg,https://remanga.org/manga/how-the-demon-emperor-became-a-butler/main,2025-12-04 21:21:19
the-100th-regression-of-a-maxlevel-player,100-Я Регрессия Игрока Максимального Уровня,"Жизнь на Земле под угрозой. Люди в возрасте от 15 до 29 лет вынуждены участвовать в опасной игре, состоящей из двадцати раундов. Главный герой обретает возможность переживать события заново, начиная своё 100-е испытание благодаря способности к регрессии.",2023,9.43,True,https://remanga.org/media/titles/the-100th-regression-of-a-maxlevel-player/cover_fec6171b.webp,https://remanga.org/manga/the-100th-regression-of-a-maxlevel-player/main,2025-12-04 21:21:25
articles-that-live-only-for-today,"Рыцарь, Проживающий Один И Тот Же День","Ты гений"" - эти слова, услышанные им в детстве, были ядом. Энкрид мечтал стать рыцарем, но вскоре понял, что это бесполезно.",2024,9.47,True,https://remanga.org/media/titles/articles-that-live-only-for-today/cover_92eb147f.webp,https://remanga.org/manga/articles-that-live-only-for-today/main,2025-12-04 21:21:31
sword-king,Король Меча,"В момент перемещения в другой мир Рю Хан-Бин был обычным человеком, вернувшимся из армии. Оставшись в одиночестве в мире, заполненном монстрами, ему поручили задачу – стать сильнее. Однако возникла проблема с ""системой"", предназначенной для предоставления подсказок, так как она была заполнена недоработками.",2019,4.95,True,https://remanga.org/media/titles/sword-king/cover_33d524e6.webp,https://remanga.org/manga/sword-king/main,2025-12-04 21:21:37
regression-instruction,Инструкция По Перерождению,"Меня вызвали в этот мир, и внезапно в нём начали появляться множество монстров, создавая трудные условия для выживания. К тому же выяснилось, что мой талант оказался самым низким из всех: [Уровень таланта игрока - худший из худших.] и [Большая часть характеристик ничтожно низка.] Неважно, воин ты или маг, регрессор из будущего — я использую вас всех, чтобы выжить!",2021,8.99,True,https://remanga.org/media/titles/regression-instruction/cover_402ae0b9.webp,https://remanga.org/manga/regression-instruction/main,2025-12-04 21:21:42
